SampleName	HALLMARK.ADIPOGENESIS	HALLMARK.ALLOGRAFT.REJECTION	HALLMARK.ANDROGEN.RESPONSE	HALLMARK.ANGIOGENESIS	HALLMARK.APICAL.JUNCTION	HALLMARK.APICAL.SURFACE	HALLMARK.APOPTOSIS	HALLMARK.BILE.ACID.METABOLISM	HALLMARK.CHOLESTEROL.HOMEOSTASIS	HALLMARK.COAGULATION	HALLMARK.COMPLEMENT	HALLMARK.DNA.REPAIR	HALLMARK.E2F.TARGETS	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	HALLMARK.ESTROGEN.RESPONSE.EARLY	HALLMARK.ESTROGEN.RESPONSE.LATE	HALLMARK.FATTY.ACID.METABOLISM	HALLMARK.G2M.CHECKPOINT	HALLMARK.GLYCOLYSIS	HALLMARK.HEDGEHOG.SIGNALING	HALLMARK.HEME.METABOLISM	HALLMARK.HYPOXIA	HALLMARK.IL2.STAT5.SIGNALING	HALLMARK.IL6.JAK.STAT3.SIGNALING	HALLMARK.INFLAMMATORY.RESPONSE	HALLMARK.INTERFERON.ALPHA.RESPONSE	HALLMARK.INTERFERON.GAMMA.RESPONSE	HALLMARK.KRAS.SIGNALING.DN	HALLMARK.KRAS.SIGNALING.UP	HALLMARK.MITOTIC.SPINDLE	HALLMARK.MTORC1.SIGNALING	HALLMARK.MYC.TARGETS.V1	HALLMARK.MYC.TARGETS.V2	HALLMARK.MYOGENESIS	HALLMARK.NOTCH.SIGNALING	HALLMARK.OXIDATIVE.PHOSPHORYLATION	HALLMARK.P53.PATHWAY	HALLMARK.PANCREAS.BETA.CELLS	HALLMARK.PEROXISOME	HALLMARK.PI3K.AKT.MTOR.SIGNALING	HALLMARK.PROTEIN.SECRETION	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY	HALLMARK.SPERMATOGENESIS	HALLMARK.TGF.BETA.SIGNALING	HALLMARK.TNFA.SIGNALING.VIA.NFKB	HALLMARK.UNFOLDED.PROTEIN.RESPONSE	HALLMARK.UV.RESPONSE.DN	HALLMARK.UV.RESPONSE.UP	HALLMARK.WNT.BETA.CATENIN.SIGNALING	HALLMARK.XENOBIOTIC.METABOLISM
Gide_Cell_2019.iP01.ar.887	0.3784277361123773	0.20660859886204438	0.41102447541664394	0.3285203202704896	0.32764059641339094	0.15265840920487866	0.331940909296543	0.11157598910192582	0.29335670893022914	0.20504630661560044	0.2665622434957604	0.33642448411683956	0.4336340409208044	0.34804779757485	0.17632241191512388	0.17790965539405548	0.31104947153843887	0.4568038055641875	0.28942188117178386	0.2943708908105166	0.22631392500962547	0.2662625228202956	0.1984320117849057	0.12133075466033084	0.059487358338089914	0.3952658030680553	0.353295841718002	-0.10922922425413539	0.14603806441891354	0.5175922926960621	0.42774778010984843	0.5990454679799604	0.38745382858157856	0.1856079844043622	0.3030178386189588	0.4668360530032723	0.27259641027431075	-0.11350441367385816	0.25679974407009765	0.36629021943107504	0.5043062778129171	0.36537186301587515	-0.0013188993162380521	0.4266337572497086	0.17771057089581568	0.4553329882208271	0.43882228103402826	0.2543069539615041	0.2627431940549178	0.17448375902346944
Gide_Cell_2019.iP01.ar.888	0.3735011435124086	0.09977997704455889	0.3781752286795139	0.3262946624280812	0.2601957314285243	0.1171464138236863	0.3059301103531689	0.07028842684778062	0.2664566191967483	0.16122826360343243	0.20634374876312783	0.3672823957566667	0.4570645439046263	0.31501747833661603	0.13738045485270922	0.10948129757687024	0.3086361203516901	0.4699469568742887	0.3117753254759513	0.31044537848362275	0.22805483857704428	0.2600437623927228	0.15161898986059943	0.05075060363831202	0.0108762180103602	0.3100627430730601	0.24518810837486726	-0.16894545719133802	0.0818566176178792	0.5138954276309559	0.4378925493600193	0.6260872894494998	0.4602226444242768	0.16536410458383002	0.3195785138295379	0.49788938296537344	0.22702337447450274	-0.11461909934496914	0.24915091182217688	0.35915334044999414	0.5067963522938886	0.37482859659074413	0.010836244750592952	0.4335651196794836	0.157222365505862	0.48562043540949096	0.41295572679468084	0.24885171198877507	0.28142481782687634	0.14397996630274715
Gide_Cell_2019.iP02.ar.898	0.33451955550937185	0.22231111835894285	0.3978319808946144	0.3847087018294724	0.30101705863014455	0.10492719705914123	0.3646165015815293	0.1211235411390345	0.2901080974558198	0.22098705312417402	0.24453807097797484	0.3448530128241546	0.42004631675915916	0.4425869341383463	0.12044210516742547	0.10461143669965114	0.25365739691101874	0.43281352907061493	0.3149589140772205	0.3205889099866801	0.17163613004096798	0.2927058945326916	0.19971248191639585	0.1302129573973234	0.0941605357003601	0.37992933904032206	0.34861474383307595	-0.14672966934495596	0.17803682206856405	0.520388818881884	0.41151666556670996	0.5736785356294907	0.3485493134903286	0.184229103124646	0.343977373275351	0.3917686672666846	0.27955989194875275	-0.09379394001133373	0.26317131984810516	0.3469149511373017	0.4613755647889683	0.31770750728320213	0.0071632935251920715	0.4762315184209426	0.23304694117646774	0.4653550901240536	0.46490150490859666	0.26286721406113056	0.28497247791858576	0.12428093003688111
Gide_Cell_2019.iP04.ar.561	0.40290519815818326	0.19376712923988593	0.44745068370761315	0.30349156773205027	0.2905171323163879	0.10018962470345161	0.30827746968094355	0.13741783051419698	0.3395555006596648	0.20044253001893922	0.2572833340828887	0.32280214506656957	0.417694117371407	0.3342261096231786	0.1915791981806014	0.18694248973939795	0.3516503620634736	0.44220242274596944	0.27540382774091066	0.2409097801831511	0.2466626979939405	0.24594617988226433	0.1714405037130409	0.10357215563808894	0.04473398498467969	0.38422868133903026	0.3270255744449458	-0.15390102499913227	0.14212211367090324	0.49329003487786033	0.46736630557439063	0.6259381540949309	0.3711020364891622	0.16447669217313488	0.3158974143557719	0.5614281821822578	0.25351372372856573	-0.055294567975689726	0.30799258188215706	0.3867618042237764	0.5273886574006338	0.3879923557138624	-0.010895425274182757	0.39583596113265906	0.15338665106359392	0.4686794059580398	0.4287461345701949	0.25415525552074636	0.22429466932338	0.16491534179981238
Gide_Cell_2019.iP06.ar.924	0.38714861170603837	0.2487918496947414	0.41473462958114643	0.29267731232946687	0.2829033043002512	0.1332595987021886	0.3642695421106548	0.14463593090853813	0.32978954095055596	0.22349799964001377	0.2924086575181333	0.35049364597519417	0.40415687758072777	0.3508908309887813	0.16783482172708744	0.13115019589679247	0.33835395689640174	0.3959905136183596	0.309853125896654	0.29274925827115456	0.25214586864577526	0.29077278176065946	0.193889290516986	0.12742536349250078	0.09000329402916714	0.3924933582861914	0.3581697493646759	-0.1773551559514244	0.14538228687478127	0.4964590404432271	0.46696455416447724	0.5879545927569166	0.3604918203485973	0.158406491874463	0.2894802119073184	0.48196065205847194	0.2802122215794185	-0.13505268220460562	0.30576282657307496	0.37948655359625255	0.5197605503633563	0.3981791757351192	-0.015529827645366498	0.4141547136398593	0.20758041322361273	0.47995754543648744	0.43956050142368963	0.29316113194292087	0.27122618085933786	0.17849695549833539
Gide_Cell_2019.iP07.ar.562	0.38567297718950777	0.3079057152456755	0.40924915196432393	0.2515657303406658	0.2477567745799524	0.12455624246337316	0.3899803926797768	0.13027492468411117	0.3274201862692691	0.21878905169213012	0.3154228555848052	0.3424684061500757	0.3854556589993157	0.3127451098955423	0.15998252494810292	0.15220710267334925	0.32402972947050956	0.4096407780080621	0.3078526301018688	0.26264024625684984	0.2470403478164238	0.26444017372263506	0.21144871072445856	0.17568547561162973	0.13916591482515786	0.44860775106509593	0.43494940575750285	-0.19716616803328696	0.1691060632666732	0.47644164127072824	0.44921092639953897	0.5985546409350299	0.35857218675309604	0.12149819511282325	0.28313857821817495	0.5060724199801783	0.2916943465728729	-0.1307464555546526	0.2986116532941983	0.38048182766717964	0.5230974173656378	0.3908800099264393	-0.015915185727664583	0.433821317378626	0.2758644513319989	0.46413477062200625	0.4186753820540583	0.2725123450300482	0.22414721191734546	0.1470312111848459
Gide_Cell_2019.iP08.ar.926	0.33736438785631867	0.1404961327574132	0.4193890520888409	0.22134423692149155	0.2294263460173206	0.08206847790888226	0.27640298112855327	0.08006098978559847	0.35324907127617805	0.11631568861149702	0.1942658947492255	0.36149926672933536	0.4633208075629398	0.2770314777009725	0.13593406394236113	0.10809138071869208	0.2917090803206284	0.4790359073442603	0.27856285532699226	0.24584175845024359	0.2352174530536904	0.23738192666600758	0.1623935167995795	0.05436108934060215	0.03348786792981022	0.2351095571204409	0.23328073623344778	-0.18190767019170773	0.07099811838143888	0.5048656698589544	0.4596226714277199	0.6168587648182714	0.4548814453659827	0.11077611848981092	0.25442117054826074	0.47340961398047177	0.22965872657132408	-0.14018299155341374	0.26154941374189217	0.35970268017674173	0.5180043268109598	0.31872372240548225	0.035106793397354334	0.39762292828275875	0.15471367305726805	0.48861550555888555	0.4265604641795272	0.21137553064647788	0.20721162467436324	0.11600481422625897
Gide_Cell_2019.iP09.ar.927	0.4055042821412729	0.17359982878181948	0.4013437051122395	0.2665301880363771	0.2419377683984153	0.08316047498149631	0.32096520378979	0.1280736106334126	0.33655932603555805	0.2030644595612962	0.25824684402141274	0.3706572997413825	0.37319619159666834	0.366024840592823	0.1693248471431531	0.1528818390964056	0.3520445206573514	0.37668515084895837	0.3127142859703098	0.2471080339625922	0.2641598562116207	0.2612595989687478	0.17675628390350873	0.11371341962616513	0.08384965602677757	0.37480760002495506	0.3248476216778388	-0.19972353821991656	0.11725751593404793	0.48212578568771836	0.45611172929741056	0.5884329235835631	0.4061400036941839	0.13344326702091522	0.25867462839291216	0.5349691622979108	0.27543446208688255	-0.13376976466178603	0.31096798204387727	0.37970579975138397	0.5472148049090959	0.402821497896398	-0.022335737221234386	0.4242491938172743	0.18838482345083415	0.4987237834282979	0.41476859279132766	0.26388478796858766	0.188361810717497	0.1852767948940241
Gide_Cell_2019.iP10.ar.889	0.26762174395457466	0.11929836181290462	0.40424613541656607	0.3030514255986988	0.2675909185642167	0.041435510173910804	0.28404465135091894	0.0622192584811508	0.2555678387139646	0.10128937910039645	0.16505059640524625	0.3116010565860612	0.4451614357345542	0.4022243779887715	0.07241882850437793	0.04146145683431153	0.22997723753485474	0.47500165201044037	0.26876979656356603	0.277328997508249	0.1683031758111833	0.2151674163203055	0.15187277929241863	0.08095070129236906	0.053517600503500254	0.20674959396412312	0.22750839901369005	-0.15432499039314398	0.1229822075592223	0.5215547658988163	0.3975507499923432	0.5648442313056752	0.3116588031551625	0.1030623524567617	0.27916102116096764	0.3643666605689078	0.1877348235020938	-0.1257507451922568	0.21564399400194914	0.338989744889624	0.48680211353141545	0.22486282777992506	0.03784070169340197	0.45840134466578325	0.1541982585394403	0.4349630674631395	0.4552080224227809	0.1911475548223931	0.2207164237427979	0.08728016889346427
Gide_Cell_2019.iP12.ar.890	0.36830890018515217	0.3317939207477738	0.46821595460538884	0.3809005488629751	0.3114508370556823	0.13345698554219682	0.3817175546707505	0.15272952891396377	0.36513050544936787	0.25284878876680494	0.37372590350944307	0.23010767059117485	0.2075956970834768	0.38448630127427513	0.20885292747422732	0.19020812756010205	0.3070060352290353	0.2507043726546207	0.23424688294731025	0.2891154769968584	0.2562614065788194	0.296212018468772	0.2764639689137003	0.22024052320911244	0.1876013457784777	0.4321779400692677	0.4417169918593294	-0.1576835597458148	0.24710552407654138	0.4512059768217601	0.37873343998463654	0.44920797194708223	0.1395387560520351	0.20430608669735703	0.3303737835316806	0.37753629579112624	0.29453666224064595	-0.11646494510876963	0.2725701204407408	0.3655040321416711	0.512139069563673	0.3334929938516127	-0.0550086279771656	0.5124797181893352	0.3028670883422308	0.4146028614120471	0.4894180066983274	0.26903283271987694	0.3397802425929065	0.21636338297323704
